Year,ID,Location,Block,Border,Row,Tree,Family,Genotype,GLD,DBH,Height,Crown_height,Survival
Year_2,11705,LA_Tech,4,1,17,5,AGHS2,5,52.1,NA,2.82,NA,Alive
Year_2,11706,LA_Tech,4,1,17,6,AGH25,4,53.01,NA,2.01,NA,Alive
Year_2,11707,LA_Tech,4,0,17,7,AGH25,4,51.4,NA,2.54,NA,Alive
Year_2,11708,LA_Tech,4,0,17,8,AGH25,4,55.32,NA,2.08,NA,Alive
Year_2,11709,LA_Tech,4,0,17,9,AGH25,4,53.61,NA,2.45,NA,Alive
Year_2,11710,LA_Tech,4,1,17,10,AGH25,4,66.14,NA,2.74,NA,Alive
Year_2,11711,LA_Tech,4,1,17,11,AGHS1,6,61.25,NA,3.18,NA,Alive
Year_2,11712,LA_Tech,4,0,17,12,AGHS1,6,36.69,NA,2.05,NA,Alive
Year_2,11713,LA_Tech,4,0,17,13,AGHS1,6,73.79,NA,2.94,NA,Alive
Year_2,11714,LA_Tech,4,0,17,14,AGHS1,6,43.3,NA,2.39,NA,Alive
Year_2,11715,LA_Tech,4,1,17,15,AGHS1,6,47.29,NA,2.61,NA,Alive
Year_2,11716,LA_Tech,4,1,17,16,AGHS3,1,39.44,NA,1.86,NA,Alive
Year_2,11717,LA_Tech,4,0,17,17,AGHS3,1,47.12,NA,2.13,NA,Alive
Year_2,11718,LA_Tech,4,0,17,18,AGHS3,1,51.14,NA,2.36,NA,Alive
Year_2,11719,LA_Tech,4,0,17,19,AGHS3,1,48.55,NA,2.34,NA,Alive
Year_2,11720,LA_Tech,4,1,17,20,AGHS3,1,61.97,NA,2.89,NA,Alive
Year_2,11721,LA_Tech,4,1,17,21,AGHS4,2,53.83,NA,2.62,NA,Alive
Year_2,11722,LA_Tech,4,0,17,22,AGHS4,2,56.93,NA,2.68,NA,Alive
Year_2,11723,LA_Tech,4,0,17,23,AGHS4,2,59.64,NA,2.73,NA,Alive
Year_2,11724,LA_Tech,4,0,17,24,AGHS4,2,50.43,NA,2.35,NA,Alive
Year_2,11725,LA_Tech,4,1,17,25,AGHS4,2,65.05,NA,2.66,NA,Alive
Year_2,11726,LA_Tech,4,1,17,26,AGH2,3,33.85,NA,1.67,NA,Alive
Year_2,11727,LA_Tech,4,0,17,27,AGH2,3,29.78,NA,1.17,NA,Alive
Year_2,11728,LA_Tech,4,0,17,28,AGH2,3,31.17,NA,1.26,NA,Alive
Year_2,11729,LA_Tech,4,0,17,29,AGH2,3,26.56,NA,1.03,NA,Alive
Year_2,11730,LA_Tech,4,1,17,30,AGH2,3,NA,NA,NA,NA,Dead
Year_2,11801,LA_Tech,4,1,18,1,AGHS2,5,51.08,NA,2.83,NA,Alive
Year_2,11802,LA_Tech,4,0,18,2,AGHS2,5,54.9,NA,3.02,NA,Alive
Year_2,11803,LA_Tech,4,0,18,3,AGHS2,5,58.83,NA,3.12,NA,Alive
Year_2,11804,LA_Tech,4,0,18,4,AGHS2,5,57.69,NA,3.02,NA,Alive
Year_2,11805,LA_Tech,4,1,18,5,AGHS2,5,55.35,NA,2.98,NA,Alive
Year_2,11806,LA_Tech,4,1,18,6,AGH25,4,59.1,NA,2.53,NA,Alive
Year_2,11807,LA_Tech,4,0,18,7,AGH25,4,34.01,NA,1.55,NA,Alive
Year_2,11808,LA_Tech,4,0,18,8,AGH25,4,53,NA,2.11,NA,Alive
Year_2,11809,LA_Tech,4,0,18,9,AGH25,4,49.25,NA,2.19,NA,Alive
Year_2,11810,LA_Tech,4,1,18,10,AGH25,4,NA,NA,NA,NA,Dead
Year_2,11811,LA_Tech,4,1,18,11,AGHS1,6,57.23,NA,2.84,NA,Alive
Year_2,11812,LA_Tech,4,0,18,12,AGHS1,6,43.44,NA,2.66,NA,Alive
Year_2,11813,LA_Tech,4,0,18,13,AGHS1,6,39.34,NA,1.91,NA,Alive
Year_2,11814,LA_Tech,4,0,18,14,AGHS1,6,44,NA,2.43,NA,Alive
Year_2,11815,LA_Tech,4,1,18,15,AGHS1,6,37.93,NA,2.5,NA,Alive
Year_2,11816,LA_Tech,4,1,18,16,AGHS3,1,52.08,NA,2.78,NA,Alive
Year_2,11817,LA_Tech,4,0,18,17,AGHS3,1,50.49,NA,2.16,NA,Alive
Year_2,11818,LA_Tech,4,0,18,18,AGHS3,1,52.95,NA,2.29,NA,Alive
Year_2,11819,LA_Tech,4,0,18,19,AGHS3,1,55.79,NA,2.33,NA,Alive
Year_2,11820,LA_Tech,4,1,18,20,AGHS3,1,33.74,NA,1.8,NA,Alive
Year_2,11821,LA_Tech,4,1,18,21,AGHS4,2,59.76,NA,2.76,NA,Alive
Year_2,11822,LA_Tech,4,0,18,22,AGHS4,2,53.18,NA,2.78,NA,Alive
Year_2,11823,LA_Tech,4,0,18,23,AGHS4,2,44.05,NA,2.32,NA,Alive
Year_2,11824,LA_Tech,4,0,18,24,AGHS4,2,48.09,NA,2.58,NA,Alive
Year_2,11825,LA_Tech,4,1,18,25,AGHS4,2,50.69,NA,2.4,NA,Alive
Year_2,11826,LA_Tech,4,1,18,26,AGH2,3,25.94,NA,1.68,NA,Alive
Year_2,11827,LA_Tech,4,0,18,27,AGH2,3,29,NA,1.45,NA,Alive
Year_2,11828,LA_Tech,4,0,18,28,AGH2,3,37.26,NA,1.65,NA,Alive
Year_2,11829,LA_Tech,4,0,18,29,AGH2,3,27.8,NA,1.35,NA,Alive
Year_2,11830,LA_Tech,4,1,18,30,AGH2,3,42.13,NA,1.69,NA,Alive
Year_2,11901,LA_Tech,4,1,19,1,AGHS2,5,55.48,NA,2.48,NA,Alive
Year_2,11902,LA_Tech,4,0,19,2,AGHS2,5,52.13,NA,3,NA,Alive
Year_2,11903,LA_Tech,4,0,19,3,AGHS2,5,59.16,NA,3.05,NA,Alive
Year_2,11904,LA_Tech,4,0,19,4,AGHS2,5,49.26,NA,2.81,NA,Alive
Year_2,11905,LA_Tech,4,1,19,5,AGHS2,5,44.36,NA,2.79,NA,Alive
Year_2,11906,LA_Tech,4,1,19,6,AGH25,4,44.18,NA,2.4,NA,Alive
Year_2,11907,LA_Tech,4,0,19,7,AGH25,4,40,NA,1.96,NA,Alive
Year_2,11908,LA_Tech,4,0,19,8,AGH25,4,45.52,NA,1.32,NA,Alive
Year_2,11909,LA_Tech,4,0,19,9,AGH25,4,49.04,NA,2.44,NA,Alive
Year_2,11910,LA_Tech,4,1,19,10,AGH25,4,54.61,NA,2.48,NA,Alive
Year_2,11911,LA_Tech,4,1,19,11,AGHS1,6,48.62,NA,2.69,NA,Dead
Year_2,11912,LA_Tech,4,0,19,12,AGHS1,6,33.49,NA,2.54,NA,Alive
Year_2,11913,LA_Tech,4,0,19,13,AGHS1,6,40.42,NA,2.66,NA,Alive
Year_2,11914,LA_Tech,4,0,19,14,AGHS1,6,36.63,NA,2.24,NA,Alive
Year_2,11915,LA_Tech,4,1,19,15,AGHS1,6,40.59,NA,2.5,NA,Alive
Year_2,11916,LA_Tech,4,1,19,16,AGHS3,1,48.86,NA,2.6,NA,Alive
Year_2,11917,LA_Tech,4,0,19,17,AGHS3,1,53.86,NA,2.49,NA,Alive
Year_2,11918,LA_Tech,4,0,19,18,AGHS3,1,40.91,NA,2.21,NA,Alive
Year_2,11919,LA_Tech,4,0,19,19,AGHS3,1,37.77,NA,2.13,NA,Alive
Year_2,11920,LA_Tech,4,1,19,20,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,11921,LA_Tech,4,1,19,21,AGHS4,2,56.91,NA,2.67,NA,Alive
Year_2,11922,LA_Tech,4,0,19,22,AGHS4,2,44.17,NA,2.28,NA,Alive
Year_2,11923,LA_Tech,4,0,19,23,AGHS4,2,40.23,NA,2.37,NA,Alive
Year_2,11924,LA_Tech,4,0,19,24,AGHS4,2,44.37,NA,2.47,NA,Alive
Year_2,11925,LA_Tech,4,1,19,25,AGHS4,2,47.98,NA,2.33,NA,Alive
Year_2,11926,LA_Tech,4,1,19,26,AGH2,3,29.62,NA,1.67,NA,Alive
Year_2,11927,LA_Tech,4,0,19,27,AGH2,3,NA,NA,NA,NA,Dead
Year_2,11928,LA_Tech,4,0,19,28,AGH2,3,22.48,NA,1.28,NA,Alive
Year_2,11929,LA_Tech,4,0,19,29,AGH2,3,33.5,NA,1.53,NA,Alive
Year_2,11930,LA_Tech,4,1,19,30,AGH2,3,32.73,NA,1.67,NA,Alive
Year_2,12001,LA_Tech,4,1,20,1,AGHS2,5,36.83,NA,1.92,NA,Alive
Year_2,12002,LA_Tech,4,1,20,2,AGHS2,5,34.57,NA,2.31,NA,Alive
Year_2,12003,LA_Tech,4,1,20,3,AGHS2,5,22.76,NA,1.85,NA,Alive
Year_2,12004,LA_Tech,4,1,20,4,AGHS2,5,29.34,NA,1.96,NA,Alive
Year_2,12005,LA_Tech,4,1,20,5,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,12006,LA_Tech,4,1,20,6,AGH25,4,30.96,NA,2.57,NA,Alive
Year_2,12007,LA_Tech,4,1,20,7,AGH25,4,33.19,NA,2.3,NA,Alive
Year_2,12008,LA_Tech,4,1,20,8,AGH25,4,45.12,NA,2.76,NA,Alive
Year_2,12009,LA_Tech,4,1,20,9,AGH25,4,40.13,NA,2.78,NA,Alive
Year_2,12010,LA_Tech,4,1,20,10,AGH25,4,36.74,NA,2.43,NA,Alive
Year_2,12011,LA_Tech,4,1,20,11,AGHS1,6,38.9,NA,2.16,NA,Alive
Year_2,12012,LA_Tech,4,1,20,12,AGHS1,6,34.86,NA,1.68,NA,Alive
Year_2,12013,LA_Tech,4,1,20,13,AGHS1,6,40.86,NA,2.2,NA,Alive
Year_2,12014,LA_Tech,4,1,20,14,AGHS1,6,46.27,NA,2.44,NA,Alive
Year_2,12015,LA_Tech,4,1,20,15,AGHS1,6,43.64,NA,2.3,NA,Alive
Year_2,12016,LA_Tech,4,1,20,16,AGHS3,1,44.21,NA,2.4,NA,Alive
Year_2,12017,LA_Tech,4,1,20,17,AGHS3,1,46.67,NA,2.39,NA,Alive
Year_2,12018,LA_Tech,4,1,20,18,AGHS3,1,45.41,NA,1.69,NA,Alive
Year_2,12019,LA_Tech,4,1,20,19,AGHS3,1,26.36,NA,1.7,NA,Alive
Year_2,12020,LA_Tech,4,1,20,20,AGHS3,1,36.27,NA,1.73,NA,Alive
Year_2,12021,LA_Tech,4,1,20,21,AGHS4,2,29.1,NA,1.62,NA,Alive
Year_2,12022,LA_Tech,4,1,20,22,AGHS4,2,38.26,NA,1.95,NA,Alive
Year_2,12023,LA_Tech,4,1,20,23,AGHS4,2,31.05,NA,1.91,NA,Alive
Year_2,12024,LA_Tech,4,1,20,24,AGHS4,2,19.46,NA,1.51,NA,Alive
Year_2,12025,LA_Tech,4,1,20,25,AGHS4,2,21.57,NA,1.49,NA,Alive
Year_2,12026,LA_Tech,4,1,20,26,AGH2,3,37.9,NA,1.76,NA,Alive
Year_2,12027,LA_Tech,4,1,20,27,AGH2,3,32,NA,1.91,NA,Alive
Year_2,12028,LA_Tech,4,1,20,28,AGH2,3,33.57,NA,1.71,NA,Alive
Year_2,12029,LA_Tech,4,1,20,29,AGH2,3,20.92,NA,1.6,NA,Alive
Year_2,12030,LA_Tech,4,1,20,30,AGH2,3,38.69,NA,1.69,NA,Alive
Year_2,20101,Hill_Farm,1,1,1,1,AGHS3,1,43.86,NA,0.6,NA,Alive
Year_2,20102,Hill_Farm,1,1,1,2,AGHS3,1,48.82,NA,0.91,NA,Alive
Year_2,20103,Hill_Farm,1,1,1,3,AGHS3,1,41.8,NA,0.92,NA,Alive
Year_2,20104,Hill_Farm,1,1,1,4,AGHS3,1,32.91,NA,1.86,NA,Alive
Year_2,20105,Hill_Farm,1,1,1,5,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20106,Hill_Farm,1,1,1,6,AGH25,4,32.23,NA,1.35,NA,Alive
Year_2,20107,Hill_Farm,1,1,1,7,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20108,Hill_Farm,1,1,1,8,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20109,Hill_Farm,1,1,1,9,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20110,Hill_Farm,1,1,1,10,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20111,Hill_Farm,1,1,1,11,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20112,Hill_Farm,1,1,1,12,AGH2,3,38.68,NA,1.58,NA,Alive
Year_2,20113,Hill_Farm,1,1,1,13,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20114,Hill_Farm,1,1,1,14,AGH2,3,44.13,NA,1.83,NA,Alive
Year_2,20115,Hill_Farm,1,1,1,15,AGH2,3,40.44,NA,1.71,NA,Alive
Year_2,20116,Hill_Farm,1,1,1,16,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20117,Hill_Farm,1,1,1,17,AGHS2,5,30.67,NA,1.85,NA,Alive
Year_2,20118,Hill_Farm,1,1,1,18,AGHS2,5,42.91,NA,2.02,NA,Alive
Year_2,20119,Hill_Farm,1,1,1,19,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20120,Hill_Farm,1,1,1,20,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20121,Hill_Farm,1,1,1,21,AGHS1,6,NA,NA,NA,NA,Dead
Year_2,20122,Hill_Farm,1,1,1,22,AGHS1,6,NA,NA,NA,NA,Dead
Year_2,20123,Hill_Farm,1,1,1,23,AGHS1,6,47.97,NA,2.37,NA,Alive
Year_2,20124,Hill_Farm,1,1,1,24,AGHS1,6,40.18,NA,1.98,NA,Alive
Year_2,20125,Hill_Farm,1,1,1,25,AGHS1,6,39.51,NA,1.73,NA,Alive
Year_2,20126,Hill_Farm,1,1,1,26,AGHS4,2,NA,NA,NA,NA,Dead
Year_2,20127,Hill_Farm,1,1,1,27,AGHS4,2,20.17,NA,1.4,NA,Alive
Year_2,20128,Hill_Farm,1,1,1,28,AGHS4,2,36.43,NA,1.88,NA,Alive
Year_2,20129,Hill_Farm,1,1,1,29,AGHS4,2,24.52,NA,1.52,NA,Alive
Year_2,20130,Hill_Farm,1,1,1,30,AGHS4,2,50.72,NA,2.29,NA,Alive
Year_2,20201,Hill_Farm,1,1,2,1,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20202,Hill_Farm,1,0,2,2,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20203,Hill_Farm,1,0,2,3,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20204,Hill_Farm,1,0,2,4,AGHS3,1,43.55,NA,2.09,NA,Alive
Year_2,20205,Hill_Farm,1,1,2,5,AGHS3,1,49.21,NA,2.38,NA,Alive
Year_2,20206,Hill_Farm,1,1,2,6,AGH25,4,33.84,NA,1.57,NA,Alive
Year_2,20207,Hill_Farm,1,0,2,7,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20208,Hill_Farm,1,0,2,8,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20209,Hill_Farm,1,0,2,9,AGH25,4,53.57,NA,1.95,NA,Alive
Year_2,20210,Hill_Farm,1,1,2,10,AGH25,4,32.06,NA,1.52,NA,Alive
Year_2,20211,Hill_Farm,1,1,2,11,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20212,Hill_Farm,1,0,2,12,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20213,Hill_Farm,1,0,2,13,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20214,Hill_Farm,1,0,2,14,AGH2,3,54.15,NA,2.42,NA,Alive
Year_2,20215,Hill_Farm,1,1,2,15,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20216,Hill_Farm,1,1,2,16,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20217,Hill_Farm,1,0,2,17,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20218,Hill_Farm,1,0,2,18,AGHS2,5,32.72,NA,1.94,NA,Alive
Year_2,20219,Hill_Farm,1,0,2,19,AGHS2,5,39.01,NA,1.96,NA,Alive
Year_2,20220,Hill_Farm,1,1,2,20,AGHS2,5,44.31,NA,2.07,NA,Alive
Year_2,20221,Hill_Farm,1,1,2,21,AGHS1,6,21.62,NA,1.35,NA,Alive
Year_2,20222,Hill_Farm,1,0,2,22,AGHS1,6,NA,NA,NA,NA,Dead
Year_2,20223,Hill_Farm,1,0,2,23,AGHS1,6,NA,NA,NA,NA,Dead
Year_2,20224,Hill_Farm,1,0,2,24,AGHS1,6,22.6,NA,1.38,NA,Alive
Year_2,20225,Hill_Farm,1,1,2,25,AGHS1,6,57.41,NA,2.24,NA,Alive
Year_2,20226,Hill_Farm,1,1,2,26,AGHS4,2,44.5,NA,1.94,NA,Alive
Year_2,20227,Hill_Farm,1,0,2,27,AGHS4,2,29.23,NA,1.37,NA,Alive
Year_2,20228,Hill_Farm,1,0,2,28,AGHS4,2,11.07,NA,0.74,NA,Alive
Year_2,20229,Hill_Farm,1,0,2,29,AGHS4,2,NA,NA,NA,NA,Dead
Year_2,20230,Hill_Farm,1,1,2,30,AGHS4,2,29.23,NA,1.37,NA,Alive
Year_2,20301,Hill_Farm,1,1,3,1,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20302,Hill_Farm,1,0,3,2,AGHS3,1,62.17,NA,2.88,NA,Alive
Year_2,20303,Hill_Farm,1,0,3,3,AGHS3,1,42.19,NA,2.38,NA,Alive
Year_2,20304,Hill_Farm,1,0,3,4,AGHS3,1,58.4,NA,2.78,NA,Alive
Year_2,20305,Hill_Farm,1,1,3,5,AGHS3,1,57.6,NA,2.65,NA,Alive
Year_2,20306,Hill_Farm,1,1,3,6,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20307,Hill_Farm,1,0,3,7,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20308,Hill_Farm,1,0,3,8,AGH25,4,48.9,NA,2.34,NA,Alive
Year_2,20309,Hill_Farm,1,0,3,9,AGH25,4,37.3,NA,1.97,NA,Alive
Year_2,20310,Hill_Farm,1,1,3,10,AGH25,4,52.1,NA,2.15,NA,Alive
Year_2,20311,Hill_Farm,1,1,3,11,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20312,Hill_Farm,1,0,3,12,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20313,Hill_Farm,1,0,3,13,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20314,Hill_Farm,1,0,3,14,AGH2,3,15.6,NA,1.28,NA,Alive
Year_2,20315,Hill_Farm,1,1,3,15,AGH2,3,31.5,NA,1.4,NA,Alive
Year_2,20316,Hill_Farm,1,1,3,16,AGHS2,5,58.5,NA,2.68,NA,Alive
Year_2,20317,Hill_Farm,1,0,3,17,AGHS2,5,41.4,NA,2.23,NA,Alive
Year_2,20318,Hill_Farm,1,0,3,18,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20319,Hill_Farm,1,0,3,19,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20320,Hill_Farm,1,1,3,20,AGHS2,5,45.5,NA,2.57,NA,Alive
Year_2,20321,Hill_Farm,1,1,3,21,AGHS1,6,42.7,NA,2.29,NA,Alive
Year_2,20322,Hill_Farm,1,0,3,22,AGHS1,6,42.1,NA,2.15,NA,Alive
Year_2,20323,Hill_Farm,1,0,3,23,AGHS1,6,55.8,NA,2.5,NA,Alive
Year_2,20324,Hill_Farm,1,0,3,24,AGHS1,6,NA,NA,NA,NA,Dead
Year_2,20325,Hill_Farm,1,1,3,25,AGHS1,6,46.4,NA,2.03,NA,Alive
Year_2,20326,Hill_Farm,1,1,3,26,AGHS4,2,NA,NA,NA,NA,Dead
Year_2,20327,Hill_Farm,1,0,3,27,AGHS4,2,NA,NA,NA,NA,Dead
Year_2,20328,Hill_Farm,1,0,3,28,AGHS4,2,26.9,NA,1.56,NA,Alive
Year_2,20329,Hill_Farm,1,0,3,29,AGHS4,2,21.4,NA,1.58,NA,Alive
Year_2,20330,Hill_Farm,1,1,3,30,AGHS4,2,48.9,NA,1.5,NA,Alive
Year_2,20401,Hill_Farm,1,1,4,1,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20402,Hill_Farm,1,0,4,2,AGHS3,1,37.5,NA,1.95,NA,Alive
Year_2,20403,Hill_Farm,1,0,4,3,AGHS3,1,44.2,NA,1.95,NA,Alive
Year_2,20404,Hill_Farm,1,0,4,4,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20405,Hill_Farm,1,1,4,5,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20406,Hill_Farm,1,1,4,6,AGH25,4,44.7,NA,2.01,NA,Alive
Year_2,20407,Hill_Farm,1,0,4,7,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20408,Hill_Farm,1,0,4,8,AGH25,4,31.7,NA,1.16,NA,Alive
Year_2,20409,Hill_Farm,1,0,4,9,AGH25,4,33.2,NA,1.32,NA,Alive
Year_2,20410,Hill_Farm,1,1,4,10,AGH25,4,39.1,NA,2.05,NA,Alive
Year_2,20411,Hill_Farm,1,1,4,11,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20412,Hill_Farm,1,0,4,12,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20413,Hill_Farm,1,0,4,13,AGH2,3,41.2,NA,1.7,NA,Alive
Year_2,20414,Hill_Farm,1,0,4,14,AGH2,3,36.1,NA,1.38,NA,Alive
Year_2,20415,Hill_Farm,1,1,4,15,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20416,Hill_Farm,1,1,4,16,AGHS2,5,57.4,NA,2.57,NA,Alive
Year_2,20417,Hill_Farm,1,0,4,17,AGHS2,5,35.8,NA,2.26,NA,Alive
Year_2,20418,Hill_Farm,1,0,4,18,AGHS2,5,15,NA,2.57,NA,Alive
Year_2,20419,Hill_Farm,1,0,4,19,AGHS2,5,24.4,NA,2.63,NA,Alive
Year_2,20420,Hill_Farm,1,1,4,20,AGHS2,5,57.9,NA,2.87,NA,Alive
Year_2,20421,Hill_Farm,1,1,4,21,AGHS1,6,38.8,NA,2.37,NA,Alive
Year_2,20422,Hill_Farm,1,0,4,22,AGHS1,6,48.4,NA,2.37,NA,Alive
Year_2,20423,Hill_Farm,1,0,4,23,AGHS1,6,54.9,NA,2.77,NA,Alive
Year_2,20424,Hill_Farm,1,0,4,24,AGHS1,6,48.4,NA,2.38,NA,Alive
Year_2,20425,Hill_Farm,1,1,4,25,AGHS1,6,53,NA,2.44,NA,Alive
Year_2,20426,Hill_Farm,1,1,4,26,AGHS4,2,38.8,NA,1.97,NA,Alive
Year_2,20427,Hill_Farm,1,0,4,27,AGHS4,2,45,NA,2.07,NA,Alive
Year_2,20428,Hill_Farm,1,0,4,28,AGHS4,2,58.3,NA,2.39,NA,Alive
Year_2,20429,Hill_Farm,1,0,4,29,AGHS4,2,59.7,NA,2.41,NA,Alive
Year_2,20430,Hill_Farm,1,1,4,30,AGHS4,2,38.5,NA,1.94,NA,Alive
Year_2,20501,Hill_Farm,1,1,5,1,AGHS3,1,32.1,NA,1.5,NA,Alive
Year_2,20502,Hill_Farm,1,1,5,2,AGHS3,1,43.6,NA,2.02,NA,Alive
Year_2,20503,Hill_Farm,1,1,5,3,AGHS3,1,31.7,NA,1.84,NA,Alive
Year_2,20504,Hill_Farm,1,1,5,4,AGHS3,1,35.7,NA,1.84,NA,Alive
Year_2,20505,Hill_Farm,1,1,5,5,AGHS3,1,NA,NA,NA,NA,Dead
Year_2,20506,Hill_Farm,1,1,5,6,AGH25,4,16.11,NA,1.33,NA,Alive
Year_2,20507,Hill_Farm,1,1,5,7,AGH25,4,19.5,NA,1.2,NA,Alive
Year_2,20508,Hill_Farm,1,1,5,8,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20509,Hill_Farm,1,1,5,9,AGH25,4,8.7,NA,0.71,NA,Alive
Year_2,20510,Hill_Farm,1,1,5,10,AGH25,4,37.3,NA,1.48,NA,Alive
Year_2,20511,Hill_Farm,1,1,5,11,AGH2,3,30.9,NA,1.45,NA,Alive
Year_2,20512,Hill_Farm,1,1,5,12,AGH2,3,15.2,NA,0.8,NA,Alive
Year_2,20513,Hill_Farm,1,1,5,13,AGH2,3,31.5,NA,1.37,NA,Alive
Year_2,20514,Hill_Farm,1,1,5,14,AGH2,3,50.2,NA,1.81,NA,Alive
Year_2,20515,Hill_Farm,1,1,5,15,AGH2,3,33.6,NA,1.97,NA,Alive
Year_2,20516,Hill_Farm,1,1,5,16,AGHS2,5,31.9,NA,1.89,NA,Alive
Year_2,20517,Hill_Farm,1,1,5,17,AGHS2,5,56.4,NA,2.03,NA,Alive
Year_2,20518,Hill_Farm,1,1,5,18,AGHS2,5,36.2,NA,2.21,NA,Alive
Year_2,20519,Hill_Farm,1,1,5,19,AGHS2,5,NA,NA,NA,NA,Dead
Year_2,20520,Hill_Farm,1,1,5,20,AGHS2,5,38.9,NA,2.24,NA,Alive
Year_2,20521,Hill_Farm,1,1,5,21,AGHS1,6,33.3,NA,1.83,NA,Alive
Year_2,20522,Hill_Farm,1,1,5,22,AGHS1,6,44.9,NA,2.21,NA,Alive
Year_2,20523,Hill_Farm,1,1,5,23,AGHS1,6,NA,NA,NA,NA,Dead
Year_2,20524,Hill_Farm,1,1,5,24,AGHS1,6,32.9,NA,1.71,NA,Alive
Year_2,20525,Hill_Farm,1,1,5,25,AGHS1,6,37.6,NA,2.09,NA,Alive
Year_2,20526,Hill_Farm,1,1,5,26,AGHS4,2,44.7,NA,2.33,NA,Alive
Year_2,20527,Hill_Farm,1,1,5,27,AGHS4,2,47.8,NA,1.97,NA,Alive
Year_2,20528,Hill_Farm,1,1,5,28,AGHS4,2,51.8,NA,2.31,NA,Alive
Year_2,20529,Hill_Farm,1,1,5,29,AGHS4,2,34.4,NA,1.7,NA,Alive
Year_2,20530,Hill_Farm,1,1,5,30,AGHS4,2,38.9,NA,1.8,NA,Alive
Year_2,20601,Hill_Farm,2,1,6,1,AGHS4,2,52,NA,2.24,NA,Alive
Year_2,20602,Hill_Farm,2,1,6,2,AGHS4,2,NA,NA,NA,NA,Dead
Year_2,20603,Hill_Farm,2,1,6,3,AGHS4,2,NA,NA,NA,NA,Dead
Year_2,20604,Hill_Farm,2,1,6,4,AGHS4,2,51.5,NA,2.63,NA,Alive
Year_2,20605,Hill_Farm,2,1,6,5,AGHS4,2,57.8,NA,2.17,NA,Alive
Year_2,20606,Hill_Farm,2,1,6,6,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20607,Hill_Farm,2,1,6,7,AGH2,3,31.8,NA,1.48,NA,Alive
Year_2,20608,Hill_Farm,2,1,6,8,AGH2,3,NA,NA,NA,NA,Dead
Year_2,20609,Hill_Farm,2,1,6,9,AGH2,3,11.6,NA,0.74,NA,Alive
Year_2,20610,Hill_Farm,2,1,6,10,AGH2,3,34.7,NA,1.54,NA,Alive
Year_2,20611,Hill_Farm,2,1,6,11,AGH25,4,41.4,NA,1.98,NA,Alive
Year_2,20612,Hill_Farm,2,1,6,12,AGH25,4,23.7,NA,1.73,NA,Alive
Year_2,20613,Hill_Farm,2,1,6,13,AGH25,4,36.6,NA,1.5,NA,Alive
Year_2,20614,Hill_Farm,2,1,6,14,AGH25,4,35.7,NA,1.73,NA,Alive
Year_2,20615,Hill_Farm,2,1,6,15,AGH25,4,NA,NA,NA,NA,Dead
Year_2,20616,Hill_Farm,2,1,6,16,AGHS1,6,49.4,NA,3,NA,Alive
Year_2,20617,Hill_Farm,2,1,6,17,AGHS1,6,47.8,NA,2.53,NA,Alive
Year_2,20618,Hill_Farm,2,1,6,18,AGHS1,6,30.2,NA,1.37,NA,Alive
Year_2,20619,Hill_Farm,2,1,6,19,AGHS1,6,58.4,NA,2.64,NA,Alive
Year_2,20620,Hill_Farm,2,1,6,20,AGHS1,6,44.7,NA,2.43,NA,Alive
